0.122,0.045
0.125,0.11
0.392,0.403
0.544,0.533
0.584,0.637
0.481,0.769
0.836,1.126
1.542,1.156
1.716,1.18
2.094,1.237
2.84,1.181
3.044,1.183
3.337,1.387
3.722,1.185
3.893,1.179
4.064,1.18
4.771,1.323
4.984,1.183
5.45,1.306
6.32,1.225
6.438,1.249
7.511,1.349
8.357,1.285
1.677,1.247
1.207,1.234
0.681,0.572
0.151,0.196
